"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 702.01,61.40350877,78.94736842,61.40350877,78.94736842,26.31578947,17.54385965,26.31578947,26.31578947,43.85964912,26.31578947,26.31578947,35.0877193,52.63157895,61.40350877,52.63157895,52.63157895,140.3508772,96.49122807,105.2631579,17.54385965
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 702.02,,,,,,,,,,,,,,,,,,41.66666667,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 706,7.751937984,7.751937984,7.751937984,15.50387597,15.50387597,46.51162791,7.751937984,,15.50387597,7.751937984,15.50387597,7.751937984,15.50387597,23.25581395,31.00775194,15.50387597,46.51162791,38.75968992,31.00775194,31.00775194
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 722,39.47368421,65.78947368,39.47368421,65.78947368,52.63157895,52.63157895,65.78947368,13.15789474,39.47368421,26.31578947,39.47368421,52.63157895,52.63157895,26.31578947,78.94736842,65.78947368,105.2631579,52.63157895,105.2631579,13.15789474
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 724,100,,25,50,37.5,62.5,37.5,25,,50,37.5,12.5,50,50,75,62.5,175,62.5,75,25
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 726,72.72727273,36.36363636,63.63636364,90.90909091,127.2727273,81.81818182,72.72727273,54.54545455,81.81818182,27.27272727,100,18.18181818,27.27272727,81.81818182,118.1818182,109.0909091,109.0909091,72.72727273,100,27.27272727
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 728,9.900990099,39.6039604,39.6039604,29.7029703,79.20792079,39.6039604,79.20792079,49.5049505,19.8019802,79.20792079,19.8019802,9.900990099,29.7029703,29.7029703,29.7029703,29.7029703,79.20792079,19.8019802,9.900990099,19.8019802
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 730,10.1010101,30.3030303,10.1010101,20.2020202,50.50505051,50.50505051,40.4040404,30.3030303,10.1010101,10.1010101,20.2020202,40.4040404,30.3030303,80.80808081,20.2020202,30.3030303,80.80808081,101.010101,50.50505051,30.3030303
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 732,23.25581395,11.62790698,81.39534884,34.88372093,46.51162791,23.25581395,46.51162791,11.62790698,23.25581395,,34.88372093,34.88372093,34.88372093,23.25581395,46.51162791,116.2790698,93.02325581,58.13953488,81.39534884,11.62790698
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 734,28.16901408,70.42253521,98.5915493,70.42253521,84.50704225,28.16901408,84.50704225,56.33802817,28.16901408,98.5915493,28.16901408,28.16901408,126.7605634,84.50704225,98.5915493,112.6760563,56.33802817,98.5915493,98.5915493,14.08450704
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 736,9.708737864,19.41747573,38.83495146,19.41747573,48.54368932,,19.41747573,48.54368932,48.54368932,29.12621359,19.41747573,19.41747573,38.83495146,29.12621359,67.96116505,48.54368932,58.25242718,48.54368932,58.25242718,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 738,,38.46153846,,12.82051282,25.64102564,,38.46153846,12.82051282,,,12.82051282,,12.82051282,25.64102564,51.28205128,12.82051282,64.1025641,38.46153846,25.64102564,12.82051282
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 740,38.96103896,38.96103896,25.97402597,51.94805195,12.98701299,38.96103896,64.93506494,51.94805195,12.98701299,25.97402597,25.97402597,38.96103896,12.98701299,25.97402597,116.8831169,77.92207792,38.96103896,77.92207792,77.92207792,38.96103896
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 742,60.97560976,85.36585366,48.7804878,60.97560976,36.58536585,48.7804878,24.3902439,48.7804878,48.7804878,24.3902439,36.58536585,24.3902439,60.97560976,48.7804878,121.9512195,85.36585366,207.3170732,73.17073171,60.97560976,48.7804878
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 744,,11.62790698,46.51162791,46.51162791,23.25581395,11.62790698,23.25581395,34.88372093,34.88372093,11.62790698,46.51162791,11.62790698,11.62790698,34.88372093,11.62790698,58.13953488,34.88372093,104.6511628,58.13953488,34.88372093
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 746,14.08450704,,14.08450704,28.16901408,,,42.25352113,14.08450704,14.08450704,56.33802817,,28.16901408,42.25352113,42.25352113,42.25352113,98.5915493,56.33802817,56.33802817,56.33802817,14.08450704
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 748,,12.04819277,,24.09638554,12.04819277,,,,12.04819277,36.14457831,24.09638554,24.09638554,12.04819277,36.14457831,48.19277108,36.14457831,84.3373494,72.28915663,36.14457831,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 750,,,25.3164557,37.97468354,,25.3164557,37.97468354,12.65822785,,,,12.65822785,,,12.65822785,25.3164557,50.63291139,101.2658228,12.65822785,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 752,12.82051282,38.46153846,25.64102564,25.64102564,12.82051282,,,,,,12.82051282,12.82051282,,12.82051282,,25.64102564,89.74358974,38.46153846,12.82051282,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 754,12.65822785,,12.65822785,25.3164557,,,,,12.65822785,12.65822785,12.65822785,,,,37.97468354,25.3164557,25.3164557,25.3164557,25.3164557,12.65822785
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 756,,,11.11111111,11.11111111,,11.11111111,33.33333333,11.11111111,,11.11111111,,11.11111111,33.33333333,33.33333333,55.55555556,22.22222222,33.33333333,100,11.11111111,11.11111111
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 758,9.433962264,18.86792453,,,,9.433962264,9.433962264,28.30188679,18.86792453,,9.433962264,18.86792453,,28.30188679,18.86792453,18.86792453,37.73584906,47.16981132,37.73584906,9.433962264
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 760,13.33333333,13.33333333,,,,13.33333333,13.33333333,26.66666667,26.66666667,,13.33333333,,26.66666667,26.66666667,13.33333333,,106.6666667,26.66666667,13.33333333,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 762,14.08450704,14.08450704,42.25352113,14.08450704,42.25352113,,14.08450704,,,,14.08450704,14.08450704,14.08450704,28.16901408,14.08450704,14.08450704,56.33802817,14.08450704,14.08450704,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 764,12.19512195,,24.3902439,24.3902439,24.3902439,,,60.97560976,12.19512195,24.3902439,12.19512195,24.3902439,24.3902439,12.19512195,36.58536585,36.58536585,36.58536585,,12.19512195,12.19512195
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 766,24.3902439,,24.3902439,,24.3902439,,24.3902439,,48.7804878,,48.7804878,24.3902439,73.17073171,97.56097561,73.17073171,48.7804878,97.56097561,,73.17073171,24.3902439
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 770,,10.86956522,43.47826087,10.86956522,21.73913043,10.86956522,,10.86956522,10.86956522,,10.86956522,,,,,21.73913043,21.73913043,21.73913043,,21.73913043
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 772,12.98701299,12.98701299,12.98701299,,25.97402597,25.97402597,,25.97402597,25.97402597,,,12.98701299,51.94805195,25.97402597,25.97402597,51.94805195,38.96103896,51.94805195,51.94805195,12.98701299
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 774,40,,,,40,40,,,,40,,,,40,,,,40,,
