"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 136,28.57142857,,,,,,,,,,,,,,28.57142857,28.57142857,,,28.57142857,28.57142857
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 137,,,,,,,60.60606061,,,30.3030303,,,30.3030303,,,,30.3030303,,,30.3030303
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 138,,33.33333333,,,,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 139,125,62.5,,,,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 141,46.51162791,69.76744186,46.51162791,46.51162791,69.76744186,,,,23.25581395,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 143,,,42.55319149,,,,21.27659574,,21.27659574,,21.27659574,21.27659574,,,,,,,21.27659574,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 145,20.40816327,,20.40816327,20.40816327,,61.2244898,20.40816327,20.40816327,61.2244898,20.40816327,20.40816327,61.2244898,,,20.40816327,20.40816327,,,,20.40816327
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 147,25.64102564,51.28205128,,,25.64102564,,25.64102564,25.64102564,,,,25.64102564,,,51.28205128,25.64102564,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 149,,19.60784314,98.03921569,19.60784314,19.60784314,,,39.21568627,,19.60784314,,,,,,,19.60784314,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 151,,,60,,,,,,,,,,,,,,,20,20,20
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 153,,33.33333333,,,,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 155,37.03703704,,,,,,,,,,,,,18.51851852,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 157,50.84745763,33.89830508,,16.94915254,,,,,,,,,,16.94915254,,,16.94915254,16.94915254,,16.94915254
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 158,,,,111.1111111,,,111.1111111,,111.1111111,,,,,111.1111111,,,,,111.1111111,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 159,17.54385965,,,,,,,,,,,,,17.54385965,,,17.54385965,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 160,,,,33.33333333,,,,,,,,,,,,,33.33333333,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 161,17.24137931,,,17.24137931,,,,,,,17.24137931,17.24137931,17.24137931,,17.24137931,17.24137931,17.24137931,,,17.24137931
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 162,,200,,,,,,,,,,,,,,,,,100,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 163,41.66666667,20.83333333,20.83333333,,,,,20.83333333,,,,,,41.66666667,,,,,20.83333333,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 165,30.76923077,,,,,,15.38461538,,,,,,,,,,,,,15.38461538
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 167,37.03703704,37.03703704,18.51851852,,18.51851852,18.51851852,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 169,32.78688525,16.39344262,32.78688525,16.39344262,32.78688525,,,16.39344262,32.78688525,16.39344262,,16.39344262,,,,,,16.39344262,,16.39344262
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 171,,76.92307692,76.92307692,,,,,,,,,,,,,,,76.92307692,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 172,166.6666667,,,,,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 178,,,,,,,,62.5,62.5,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 181,90.90909091,54.54545455,36.36363636,36.36363636,36.36363636,36.36363636,54.54545455,18.18181818,,36.36363636,36.36363636,18.18181818,18.18181818,18.18181818,127.2727273,72.72727273,18.18181818,36.36363636,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 183,30.3030303,,,,60.60606061,,,30.3030303,,,30.3030303,,,,60.60606061,,,30.3030303,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 185.01,,,,,,,,,,,71.42857143,71.42857143,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 185.02,,,,,,,,,,,,,,,90.90909091,,272.7272727,90.90909091,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 187,,583.3333333,,,,250,,,,,,,,,,83.33333333,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 189,,,,,500,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 190,,,,,,25.64102564,,25.64102564,,,,,,,,,,,,25.64102564
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 191,,31.25,31.25,,,,31.25,,,,,,,,,31.25,156.25,62.5,31.25,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 192,111.1111111,,,,,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 193,43.47826087,,,,43.47826087,,43.47826087,,,43.47826087,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 194,34.48275862,,,,,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 195,64.51612903,,,,,64.51612903,32.25806452,,32.25806452,,32.25806452,,,32.25806452,32.25806452,32.25806452,,32.25806452,32.25806452,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 196,,,,,,,,,,,,,,,,,22.22222222,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 197,,29.41176471,29.41176471,,29.41176471,,,29.41176471,,,,,,,,,29.41176471,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 199,,26.31578947,78.94736842,,,78.94736842,,26.31578947,,,,26.31578947,26.31578947,26.31578947,,,26.31578947,26.31578947,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 201,18.86792453,56.60377358,18.86792453,,56.60377358,,18.86792453,,18.86792453,,,,37.73584906,,18.86792453,,56.60377358,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 203,43.47826087,,43.47826087,,,,,,,43.47826087,,86.95652174,,,,,43.47826087,130.4347826,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 205,,22.22222222,22.22222222,,22.22222222,44.44444444,22.22222222,22.22222222,,44.44444444,44.44444444,22.22222222,,,,44.44444444,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 206,250,,,,,,,,,,,,,,,,,,,
,"Notices of Foreclosure Rate, 5+ Family Buildings (per 1,000 buildings)","Rate of 5+ family apartment buildings receiving a notice of foreclosure action (lis pendens) per 1,000 5+ family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 207,16.12903226,16.12903226,16.12903226,32.25806452,,,16.12903226,,16.12903226,,,,,,,,,,16.12903226,
